Company,Location HQ,Industry,# Laid Off,%,Date,Source,$ Raised (mm),Stage,Date Added,Country,List of Employees Laid Off
Pristyn Care,"Gurugram,Non-U.S.",Healthcare,300,0.15,2023-03-07T00:00:00.000Z,https://yourstory.com/2023/03/sequoia-backed-pristyn-care-lays-off-300-employees-shuts-medical-tourism-vertical,177,Series E,2023-03-07T15:44:34.000Z,India,
Catch,New York City,Finance,,1,2023-03-07T00:00:00.000Z,https://catch.co/thank-you/,18,Series A,2023-03-07T15:43:50.000Z,United States,
Atlassian,"Sydney,Non-U.S.",Other,500,0.05,2023-03-06T00:00:00.000Z,https://www.cnbc.com/2023/03/06/atlassian-cuts-5percent-of-headcount-as-it-focuses-on-high-priority-areas.html,210,Post-IPO,2023-03-07T00:12:52.000Z,Australia,
SiriusXM,New York City,Media,475,0.08,2023-03-06T00:00:00.000Z,https://variety.com/2023/digital/news/siriusxm-layoffs-465-employees-1235543907/,525,Post-IPO,2023-03-07T00:15:07.000Z,United States,
Alerzo,"Ibadan,Non-U.S.",Retail,400,,2023-03-06T00:00:00.000Z,https://techcabal.com/2023/03/06/alerzo-lays-off-900/,16,Series B,2023-03-07T01:30:17.000Z,Nigeria,
UpGrad,"Mumbai,Non-U.S.",Education,120,,2023-03-06T00:00:00.000Z,https://www.financialexpress.com/industry/upgrad-lays-off-30-workforce-at-subsidiary/3000299/lite/,631,Unknown,2023-03-07T01:26:02.000Z,India,
Loft,"Sao Paulo,Non-U.S.",Real Estate,340,0.15,2023-03-03T00:00:00.000Z,https://startups.com.br/demissoes/loft/,788,Unknown,2023-03-03T23:01:02.000Z,Brazil,
Embark Trucks,SF Bay Area,Transportation,230,0.7,2023-03-03T00:00:00.000Z,https://techcrunch.com/2023/03/03/embark-trucks-lays-off-workers-explores-liquidation-of-self-driving-truck-assets/,317,Post-IPO,2023-03-03T22:57:34.000Z,United States,
Lendi,"Sydney,Non-U.S.",Real Estate,100,,2023-03-03T00:00:00.000Z,https://www.theaustralian.com.au/business/financial-services/cbabacked-lendi-cuts-jobs-amid-slowing-home-loan-market/news-story/2c3af53306e8f7142076c19a9b2914bb?amp&nk=0a6e5860a1d2cd2b0ebc810544084b9b-1677884919,59,Unknown,2023-03-03T23:09:04.000Z,Australia,
UserTesting,SF Bay Area,Marketing,63,,2023-03-03T00:00:00.000Z,https://www.bizjournals.com/sanfrancisco/news/2023/03/03/usertesting-userzoom-thoma-bravo-layoffs-sunstone.html,152,Acquired,2023-03-04T00:59:57.000Z,United States,
Airbnb,SF Bay Area,Travel,30,,2023-03-03T00:00:00.000Z,https://www.bloomberg.com/news/articles/2023-03-03/airbnb-layoffs-hit-recruiting-staff-even-as-it-selectively-hires,6400,Post-IPO,2023-03-04T03:56:38.000Z,United States,
Accolade,Seattle,Healthcare,,,2023-03-03T00:00:00.000Z,https://www.bizjournals.com/seattle/news/2023/03/03/accolade-layoffs-reducing-office-footprint-seattle.html,458,Post-IPO,2023-03-07T01:19:18.000Z,United States,
Indigo,Boston,Other,,,2023-03-03T00:00:00.000Z,https://www.bizjournals.com/boston/news/2023/03/03/indigo-ag-layoffs-2023.html,1200,Series F,2023-03-04T00:48:13.000Z,United States,
Zscaler,SF Bay Area,Security,177,0.03,2023-03-02T00:00:00.000Z,https://www.crn.com/news/security/zscaler-discloses-layoffs-for-3-percent-of-employees,148,Post-IPO,2023-03-03T22:59:11.000Z,United States,
MasterClass,SF Bay Area,Education,79,,2023-03-02T00:00:00.000Z,https://www.bizjournals.com/sanfrancisco/news/2023/03/02/masterclass-yanka-layoffs-education-tech-celebs.html,461,Series E,2023-03-04T00:59:05.000Z,United States,
Ambev Tech,"Blumenau,Non-U.S.",Food,50,,2023-03-02T00:00:00.000Z,https://omunicipioblumenau.com.br/economia-em-pauta-ambev-tech-de-blumenau-demite-50-funcionarios-e-interrompe-abertura-de-vagas/,,Acquired,2023-03-04T00:50:59.000Z,Brazil,
Fittr,"Pune,Non-U.S.",Fitness,30,0.11,2023-03-02T00:00:00.000Z,https://inc42.com/buzz/exclusive-fittr-lays-off-11-of-workforce-after-losses-pile-up/,13,Series A,2023-03-03T23:07:08.000Z,India,
CNET,SF Bay Area,Media,12,0.1,2023-03-02T00:00:00.000Z,https://www.theverge.com/2023/3/2/23622231/cnet-layoffs-ai-articles-seo-red-ventures,20,Acquired,2023-03-04T03:57:42.000Z,United States,
Flipkart,"Bengaluru,Non-U.S.",Retail,,,2023-03-02T00:00:00.000Z,https://economictimes.indiatimes.com/prime/technology-and-startups/inside-flipkarts-downsizing-drive-layoffs-meagre-pay-hikes-more-pips/primearticleshow/98342831.cms,12900,Acquired,2023-03-07T01:23:15.000Z,India,
Kandela,Los Angeles,Consumer,,1,2023-03-02T00:00:00.000Z,https://therealdeal.com/la/2023/03/02/moving-concierge-startup-kandela-declares-bankruptcy/,,Acquired,2023-03-05T02:35:43.000Z,United States,
Truckstop.com,Boise,Logistics,,,2023-03-02T00:00:00.000Z,https://www.freightwaves.com/news/size-of-layoffs-at-truckstop-com-unknown,,Acquired,2023-03-04T03:58:51.000Z,United States,
Thoughtworks,Chicago,Other,500,0.04,2023-03-01T00:00:00.000Z,https://techcrunch.com/2023/03/01/thoughtworks-layoffs-economic-slowdown/,748,Post-IPO,2023-03-02T04:06:16.000Z,United States,
iFood,"Sao Paulo,Non-U.S.",Food,355,0.06,2023-03-01T00:00:00.000Z,https://economia.uol.com.br/noticias/redacao/2023/03/01/ifood-demissao-funcionarios.htm,2100,Subsidiary,2023-03-02T04:13:25.000Z,Brazil,
Color Health,SF Bay Area,Healthcare,300,,2023-03-01T00:00:00.000Z,https://www.beckershospitalreview.com/digital-health/color-health-lays-off-300-employees-amid-shift-away-from-covid-19-testing.html,482,Series E,2023-03-03T22:55:15.000Z,United States,https://airtable.com/shrztJEMNaqMAUOyr/tbliqmZamSABWdDoP
Waymo,SF Bay Area,Transportation,209,0.08,2023-03-01T00:00:00.000Z,https://www.theinformation.com/articles/alphabets-robotaxi-unit-waymo-says-it-laid-off-8,5500,Subsidiary,2023-03-02T04:08:34.000Z,United States,
PayFit,"Paris,Non-U.S.",HR,200,0.2,2023-03-01T00:00:00.000Z,https://www.lesechos.fr/start-up/next40-vivatech/payfit-se-separe-de-20-de-ses-effectifs-1910932,495,Series E,2023-03-02T04:17:47.000Z,France,
Yellow.ai,SF Bay Area,Support,200,,2023-03-01T00:00:00.000Z,https://inc42.com/buzz/conversational-ai-startup-yellow-ai-fires-200-employees/,102,Series C,2023-03-02T04:12:23.000Z,United States,
Sonder,SF Bay Area,Travel,100,0.14,2023-03-01T00:00:00.000Z,https://www.sec.gov/ix?doc=/Archives/edgar/data/0001819395/000181939523000010/son-20230301.htm,839,Post-IPO,2023-03-02T04:16:20.000Z,United States,
Protego Trust Bank,Seattle,Crypto,,0.5,2023-03-01T00:00:00.000Z,https://www.coindesk.com/business/2023/03/01/crypto-bank-charter-firm-protego-trust-lays-off-most-of-its-workforce-source/,70,Series A,2023-03-03T23:16:05.000Z,United States,
Electronic Arts,Baton Rouge,Consumer,200,,2023-02-28T00:00:00.000Z,https://kotaku.com/ea-apex-legends-bugs-layoffs-respawn-zoom-1850168472,2,Post-IPO,2023-03-02T04:10:13.000Z,United States,
Eventbrite,SF Bay Area,Consumer,80,0.08,2023-02-28T00:00:00.000Z,https://www.reuters.com/markets/us/ticketing-service-provider-eventbrite-lay-off-8-workforce-2023-02-28/,557,Post-IPO,2023-03-01T00:59:06.000Z,United States,
DUX Education,"Bengaluru,Non-U.S.",Education,,1,2023-02-28T00:00:00.000Z,https://inc42.com/buzz/edtech-startup-dux-education-to-cease-operations-by-april-2023/,,Unknown,2023-03-03T23:05:36.000Z,India,
MeridianLink,Los Angeles,Finance,,0.09,2023-02-28T00:00:00.000Z,https://www.marketscreener.com/quote/stock/MERIDIANLINK-INC-125185257/news/MeridianLink-A-Message-from-MeridianLink-CEO-Nicolaas-Vlok-43111536/,485,Post-IPO,2023-03-01T00:53:50.000Z,United States,
Sono Motors,"Munich,Non-U.S.",Transportation,300,,2023-02-27T00:00:00.000Z,https://twitter.com/sonomotors/status/1630246207137419264,126,Post-IPO,2023-02-28T05:02:15.000Z,Germany,https://docs.google.com/spreadsheets/d/1l_rGoc_GegLiJ3mgkqM54VIkRvJV3KQA7SYtAWfb-jw/edit#gid=1208363482
Cerebral,SF Bay Area,Healthcare,285,0.15,2023-02-27T00:00:00.000Z,https://www.businessinsider.com/cerebral-cuts-15-percent-staff-285-employees-layoffs-february-2023-2,462,Series C,2023-02-27T23:41:29.000Z,United States,
Amount,Chicago,Finance,130,0.25,2023-02-27T00:00:00.000Z,https://www.chicagobusiness.com/finance-banking/fintech-amount-cuts-about-quarter-its-staff,283,Unknown,2023-03-03T23:03:41.000Z,United States,
Palantir,Denver,Data,75,0.02,2023-02-27T00:00:00.000Z,https://www.cnbc.com/2023/02/27/palantir-layoffs-75-employees-2percent-of-workforce.html,3000,Post-IPO,2023-02-27T23:40:15.000Z,United States,
Outreach,Seattle,Sales,70,0.07,2023-02-27T00:00:00.000Z,https://www.geekwire.com/2023/sales-startup-outreach-to-lay-off-70-employees-7-of-workforce-and-slow-office-expansion/,489,Series G,2023-02-28T18:44:40.000Z,United States,
Stytch,SF Bay Area,Security,19,0.25,2023-02-27T00:00:00.000Z,https://www.bizjournals.com/sanfrancisco/inno/stories/news/2023/02/27/s-f-startup-stytch-lays-off-25-of-staff.html,126,Series B,2023-03-01T00:51:22.000Z,United States,
BitSight,"Tel Aviv,Non-U.S.",Security,40,,2023-02-26T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/r1zxrmkri,401,Unknown,2023-02-27T17:26:32.000Z,Israel,
Twitter,SF Bay Area,Consumer,200,0.1,2023-02-25T00:00:00.000Z,https://www.nytimes.com/2023/02/26/technology/twitter-layoffs.html,12900,Post-IPO,2023-02-26T20:58:23.000Z,United States,
Ericsson,"Stockholm,Non-U.S.",Other,8500,0.08,2023-02-24T00:00:00.000Z,https://www.reuters.com/business/media-telecom/ericsson-lay-off-8500-employees-memo-2023-02-24/,663,Post-IPO,2023-02-24T05:00:10.000Z,Sweden,
SAP Labs,"Bengaluru,Non-U.S.",Other,300,,2023-02-24T00:00:00.000Z,https://economictimes.indiatimes.com/tech/technology/sap-labs-lays-off-300-staffers-in-india/articleshow/98189199.cms,1300,Subsidiary,2023-02-24T23:40:16.000Z,India,
Velodyne Lidar,SF Bay Area,Transportation,220,,2023-02-24T00:00:00.000Z,https://www.mercurynews.com/2023/02/24/tech-biotech-job-cut-san-jose-san-mateo-pleasanton-layoff-covid/,575,Acquired,2023-02-24T18:32:37.000Z,United States,
Medallia,SF Bay Area,Support,59,,2023-02-24T00:00:00.000Z,https://www.mercurynews.com/2023/02/24/tech-biotech-job-cut-san-jose-san-mateo-pleasanton-layoff-covid/,325,Acquired,2023-02-24T18:30:07.000Z,United States,
Eat Just,SF Bay Area,Food,40,,2023-02-24T00:00:00.000Z,https://www.bloomberg.com/news/articles/2023-02-24/eat-just-to-cut-about-18-of-staff-in-plant-based-egg-division#xj4y7vzkg,465,Unknown,2023-02-27T17:24:33.000Z,United States,
Lucira Health,SF Bay Area,Healthcare,26,,2023-02-24T00:00:00.000Z,https://www.mercurynews.com/2023/02/24/tech-biotech-job-cut-san-jose-san-mateo-pleasanton-layoff-covid/,132,Post-IPO,2023-02-24T18:31:39.000Z,United States,
Stax,Orlando,Finance,24,,2023-02-24T00:00:00.000Z,https://www.bizjournals.com/orlando/inno/stories/news/2023/02/24/florida-2023-tech-jobs-layoffs-stax-technology.html,263,Series D,2023-02-26T02:05:09.000Z,United States,
Poshmark,SF Bay Area,Retail,,0.02,2023-02-24T00:00:00.000Z,https://techcrunch.com/2023/02/24/poshmark-lays-off-employees-just-two-months-after-being-acquired-by-naver/amp/,153,Acquired,2023-02-24T16:03:11.000Z,United States,
Merative,Ann Arbor,Healthcare,200,0.1,2023-02-23T00:00:00.000Z,https://www.theregister.com/2023/02/23/merative_job_cuts_ibm_watson/,,Acquired,2023-02-26T21:23:49.000Z,United States,
OneFootball,"Berlin,Non-U.S.",Marketing,150,0.32,2023-02-23T00:00:00.000Z,https://www.businessinsider.de/gruenderszene/business/massenentlassung-onefootball/,442,Series D,2023-02-24T16:02:03.000Z,Germany,
The Iconic,"Sydney,Non-U.S.",Retail,69,0.06,2023-02-23T00:00:00.000Z,https://insideretail.com.au/business/the-iconic-culls-69-roles-as-it-morphs-from-marketplace-to-platform-202302,,Unknown,2023-02-24T05:09:07.000Z,Australia,
EVgo,Los Angeles,Transportation,40,,2023-02-23T00:00:00.000Z,https://www.businesswire.com/news/home/20230223005797/en/EVgo-Inc.-Aligns-Organization-Around-Growing-Its-Charging-Network,400,Post-IPO,2023-02-24T05:10:07.000Z,United States,
StrongDM,SF Bay Area,Infrastructure,40,,2023-02-23T00:00:00.000Z,https://www.strongdm.com/blog/strongdm-company-update-letter-from-ceo-to-staff,76,Series B,2023-02-23T22:34:44.000Z,United States,
Dapper Labs,"Vancouver,Non-U.S.",Crypto,,0.2,2023-02-23T00:00:00.000Z,https://www.theblock.co/post/214755/dapper-labs-said-to-lay-off-20-more-of-its-full-time-employees,607,Series D,2023-02-23T22:37:31.000Z,United States,
Messari,New York City,Crypto,,0.15,2023-02-23T00:00:00.000Z,https://www.coindesk.com/business/2023/02/23/crypto-analytics-firm-messari-cuts-15-workforce-as-part-of-restructuring/,61,Series B,2023-02-23T22:36:15.000Z,United States,
Vibrent Health,Washington D.C.,Healthcare,,0.13,2023-02-23T00:00:00.000Z,https://www.bizjournals.com/washington/news/2023/02/23/fairfax-vibrent-health-tech-data-startup-layoffs.html,,Unknown,2023-02-26T02:08:20.000Z,United States,
Synamedia,"London,Non-U.S.",Media,200,0.12,2023-02-22T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/hk2uvdqcs,,Unknown,2023-02-27T17:29:09.000Z,United Kingdom,
TaskUs,San Antonio,Support,186,,2023-02-22T00:00:00.000Z,https://www.expressnews.com/business/article/taskus-layoff-186-employees-san-antonio-17798813.php,279,Post-IPO,2023-02-23T22:35:28.000Z,United States,
Arch Oncology,St. Louis,Healthcare,,,2023-02-22T00:00:00.000Z,https://www.bizjournals.com/stlouis/inno/stories/news/2023/02/22/arch-oncology-layoffs-leaves-cortex-office.html,155,Series C,2023-02-23T23:02:52.000Z,United States,
Immutable,"Sydney,Non-U.S.",Crypto,,0.11,2023-02-22T00:00:00.000Z,https://www.smh.com.au/technology/australia-s-biggest-crypto-gaming-start-up-slashes-staff-20230222-p5cmii.html,279,Series C,2023-02-22T15:18:48.000Z,Australia,
Jounce Therapeutics,Boston,Healthcare,,0.57,2023-02-22T00:00:00.000Z,https://www.globenewswire.com/news-release/2023/02/22/2613789/0/en/Jounce-Therapeutics-Announces-Restructuring.html,194,Acquired,2023-02-26T02:09:16.000Z,United States,
Locomation,Pittsburgh,Transportation,,1,2023-02-22T00:00:00.000Z,https://www.bizjournals.com/pittsburgh/news/2023/02/22/locomation-shutting-down-operations-out-of-fund.html,57,Seed,2023-02-23T00:24:36.000Z,United States,
Polygon,"Bengaluru,Non-U.S.",Crypto,100,0.2,2023-02-21T00:00:00.000Z,https://inc42.com/buzz/polygon-lays-off-20-of-its-workforce-as-part-of-consolidation-process/,451,Unknown,2023-02-21T19:54:49.000Z,India,
Crunchyroll,"Tokyo,Non-U.S.",Media,85,,2023-02-21T00:00:00.000Z,https://www.animenewsnetwork.com/news/2023-02-21/crunchyroll-lays-off-approximately-85-employees-globally/.195161,26,Unknown,2023-02-22T15:16:43.000Z,Japan,
Ethos Life,SF Bay Area,Finance,50,,2023-02-21T00:00:00.000Z,https://www.coverager.com/ethos-conducts-another-round-of-layoffs/,406,Series D,2023-02-24T16:01:03.000Z,United States,
Bolt,"Lagos,Non-U.S.",Transportation,17,,2023-02-21T00:00:00.000Z,https://techpoint.africa/2023/02/21/bolt-lays-off-17-of-its-70-workers-in-nigeria/,,Series F,2023-02-22T02:48:31.000Z,Nigeria,
Criteo,"Paris,Non-U.S.",Marketing,,,2023-02-21T00:00:00.000Z,https://digiday.com/media-buying/criteo-adds-to-the-ongoing-wave-of-ad-tech-layoffs/,61,Post-IPO,2023-02-21T19:10:52.000Z,France,
Green Labs,"Seoul,Non-U.S.",Food,,,2023-02-21T00:00:00.000Z,https://techcrunch.com/2023/02/21/agtech-startup-green-labs-is-the-latest-korean-startup-to-lay-off-employees/,214,Series C,2023-02-21T19:27:25.000Z,South Korea,
PeerStreet,Los Angeles,Real Estate,,,2023-02-21T00:00:00.000Z,https://www.bizjournals.com/triangle/inno/stories/news/2023/02/21/more-tech-layoffs-hit-north-carolina.html,121,Series C,2023-02-22T02:50:37.000Z,United States,
Zalando,"Berlin,Non-U.S.",Retail,,,2023-02-21T00:00:00.000Z,https://www.reuters.com/business/retail-consumer/online-fashion-retailer-zalando-cutting-hundreds-jobs-2023-02-21/,467,Post-IPO,2023-02-21T19:12:15.000Z,Germany,
MyGate,"Bengaluru,Non-U.S.",Other,200,0.3,2023-02-20T00:00:00.000Z,https://inc42.com/buzz/bengaluru-based-mygate-lays-off-30-workforce-amid-funding-winter/,79,Series B,2023-02-20T18:16:51.000Z,India,
Fireblocks,New York City,Crypto,30,0.05,2023-02-20T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/rksbjrxro,1000,Series E,2023-02-22T02:47:08.000Z,United States,
Kinde,"Sydney,Non-U.S.",Other,8,0.28,2023-02-20T00:00:00.000Z,https://www.news.com.au/finance/work/at-work/sydney-technology-company-kinde-lays-off-285-of-staff-as-focus-moves-to-product-team/news-story/618e97ecfe4b7e088a6ff39a70a78bcb,10,Seed,2023-02-20T04:15:48.000Z,Australia,
Fipola,"Chennai,Non-U.S.",Food,,1,2023-02-20T00:00:00.000Z,https://www.medianews4u.com/meat-d2c-fipola-shuts-ops-liquidation-process-on-to-clear-dues-by-april-2023/,9,Series A,2023-02-21T06:04:35.000Z,United States,
HP,"Tel Aviv,Non-U.S.",Hardware,100,,2023-02-19T00:00:00.000Z,https://www.themarker.com/technation/2023-02-19/ty-article/.premium/00000186-692c-d22b-ad9e-7f6e08aa0000,4200,Post-IPO,2023-02-20T04:15:39.000Z,Israel,
Tencent,"Shenzen,Non-U.S.",Consumer,300,,2023-02-17T00:00:00.000Z,https://brandequity.economictimes.indiatimes.com/news/digital/tencent-says-is-making-personnel-adjustments-after-report-of-layoffs/97998975,12600,Post-IPO,2023-02-17T17:26:53.000Z,China,
Evernote,SF Bay Area,Consumer,129,,2023-02-17T00:00:00.000Z,https://techcrunch.com/2023/02/27/bending-spoons-lays-off-129-evernote-staffers/,290,Acquired,2023-02-27T17:20:54.000Z,United States,
Chipper Cash,SF Bay Area,Finance,100,0.33,2023-02-17T00:00:00.000Z,https://techweez.com/2023/02/18/chipper-cash-fires-a-third-of-its-workforce/,302,Series C,2023-02-20T18:18:16.000Z,United States,
Digimarc,Portland,Other,,,2023-02-17T00:00:00.000Z,https://www.oregonlive.com/silicon-forest/2023/02/oregon-tech-company-digimarc-will-lay-off-17-of-its-workforce.html,105,Post-IPO,2023-02-24T05:05:16.000Z,United States,
Reserve,SF Bay Area,Crypto,,,2023-02-17T00:00:00.000Z,https://www.linkedin.com/posts/constanza-ag%C3%BCero-ingravidi_job-board-reserves-talent-activity-7030942387006750720-abHD/,,Unknown,2023-03-03T23:18:13.000Z,United States,https://myreserve.notion.site/myreserve/Job-board-Reserve-s-talent-8a042fa4c8364012b4ebd9d1c4897e1c
DocuSign,SF Bay Area,Sales,680,0.1,2023-02-16T00:00:00.000Z,https://www.cnbc.com/2023/02/16/docusign-layoffs-company-to-cut-10percent-of-workforce.html,536,Post-IPO,2023-02-16T15:33:55.000Z,United States,
Pico Interactive,SF Bay Area,Other,400,0.2,2023-02-16T00:00:00.000Z,https://pandaily.com/pico-starts-small-scale-layoffs-new-products-to-be-unveiled-in-april/,62,Acquired,2023-02-16T15:56:43.000Z,United States,
The RealReal,SF Bay Area,Retail,230,0.07,2023-02-16T00:00:00.000Z,https://www.theinformation.com/briefings/the-realreal-to-cut-7-of-headcount-close-some-stores-and-offices,356,Post-IPO,2023-02-16T17:45:36.000Z,United States,
Smartsheet,Seattle,Other,85,0.03,2023-02-16T00:00:00.000Z,https://www.bizjournals.com/seattle/news/2023/02/16/smartsheet-lays-off-85-employees-globally.html,152,Post-IPO,2023-02-17T21:30:41.000Z,United States,
Convoy,Atlanta,Logistics,,,2023-02-16T00:00:00.000Z,https://techcrunch.com/2023/02/16/trucking-app-convoy-layoffs-restructuring/,1100,Series E,2023-02-16T17:52:48.000Z,United States,
Wix,"Tel Aviv,Non-U.S.",Marketing,370,0.06,2023-02-15T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/s1lsqn5as,58,Post-IPO,2023-02-15T21:00:06.000Z,Israel,
ServiceTitan,Los Angeles,Sales,221,0.08,2023-02-15T00:00:00.000Z,https://www.theinformation.com/briefings/servicetitan-cuts-8-percent-of-workforce,1100,Series G,2023-02-16T17:44:30.000Z,United States,
Neon,"Sao Paulo,Non-U.S.",Finance,210,0.09,2023-02-15T00:00:00.000Z,https://www.seudinheiro.com/2023/empresas/unicornio-neon-banco-digital-demissao-em-massa-lils/,720,Series D,2023-02-15T21:58:53.000Z,Brazil,https://docs.google.com/spreadsheets/d/1HPjbndRJEq8OppLnQ17gjLKWGTLDCihH88KJ3ERr_10/htmlview#gid=0
Jellysmack,"Paris,Non-U.S.",Media,208,,2023-02-15T00:00:00.000Z,https://www.theinformation.com/articles/jellysmack-aims-to-cut-200-french-workers,22,Series C,2023-02-16T17:46:29.000Z,France,
DigitalOcean,New York City,Infrastructure,200,0.11,2023-02-15T00:00:00.000Z,https://www.theregister.com/2023/02/15/digitalocean_layoffs/,491,Post-IPO,2023-02-15T22:55:04.000Z,United States,https://docs.google.com/spreadsheets/d/1NFER_9iyOPHorGdML96zEbgfzcgN_5DqGJoRaCFipx0/edit?resourcekey#gid=1469096412
Sprinklr,New York City,Support,100,0.04,2023-02-15T00:00:00.000Z,https://techcrunch.com/2023/02/15/sprinklr-layoffs-2023/,429,Post-IPO,2023-02-15T19:05:49.000Z,United States,
Betterment,New York City,Finance,28,,2023-02-15T00:00:00.000Z,https://www.businessinsider.com/betterment-layoffs-digital-wealth-management-firm-cuts-costs-2023-2,435,Series F,2023-02-16T16:07:42.000Z,United States,
Divvy Homes,SF Bay Area,Real Estate,,,2023-02-15T00:00:00.000Z,https://www.inman.com/2023/02/15/divvy-homes-employees-say-there-has-been-another-round-of-layoffs/,180,Series B,2023-02-16T20:55:49.000Z,United States,https://docs.google.com/spreadsheets/d/1S3xYkwoQWeVer925yoD3hWwgDJaoYWna7fsHPPkjCnY/edit#gid=1258079018
Milkrun,"Sydney,Non-U.S.",Food,,0.2,2023-02-15T00:00:00.000Z,https://www.smh.com.au/technology/milkrun-slashes-workforce-closes-delivery-hubs-in-cash-crunch-20230215-p5ckny.html,86,Series A,2023-02-15T19:04:56.000Z,Australia,
Momentive,SF Bay Area,Marketing,,0.14,2023-02-15T00:00:00.000Z,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001739936/b9e6bc4a-1447-4316-be95-a69aca1214cb.pdf,1100,Post-IPO,2023-02-17T01:58:14.000Z,United States,
Observe.AI,SF Bay Area,Support,,,2023-02-15T00:00:00.000Z,https://www.channelfutures.com/business-models/observe-ai-layoffs-could-impact-partners-ability-to-sell,214,Series C,2023-02-16T15:55:44.000Z,United States,
Religion of Sports,Los Angeles,Media,,,2023-02-15T00:00:00.000Z,https://www.nytimes.com/2023/02/15/arts/podcast-industry-spotify.html,63,Series B,2023-02-26T02:10:43.000Z,United States,
Tackle,Boise,Other,,0.15,2023-02-15T00:00:00.000Z,https://tackle.io/resources/company-news/tackle-update-from-ceo-john-jahnke/,148,Series C,2023-02-15T21:55:55.000Z,United States,
Vicarious Surgical,Boston,Healthcare,,0.14,2023-02-15T00:00:00.000Z,https://www.medtechdive.com/news/RBOT-Vicarious-Baxter-BAX-layoffs/642848/,185,Post-IPO,2023-02-16T15:35:57.000Z,United States,
CommerceHub,Albany,Retail,371,0.31,2023-02-14T00:00:00.000Z,https://www.bizjournals.com/albany/news/2023/02/14/commercehub-channeladvisor-tech-layoffs.html,,Acquired,2023-02-15T00:49:11.000Z,United States,
HackerEarth,SF Bay Area,HR,,0.08,2023-02-14T00:00:00.000Z,https://inc42.com/buzz/prime-venture-backed-hackerearth-trims-workforce-introduces-pay-cut-globally/,11,Series B,2023-02-14T15:16:59.000Z,United States,
PhableCare,"Bengaluru,Non-U.S.",Healthcare,,0.7000000000000001,2023-02-14T00:00:00.000Z,https://inc42.com/buzz/exclusive-hundreds-of-layoffs-delayed-salaries-is-kalaari-backed-phablecare-the-latest-startup-to-bite-the-dust/,40,Series B,2023-02-15T00:50:25.000Z,India,
Udemy,SF Bay Area,Education,,0.1,2023-02-14T00:00:00.000Z,https://about.udemy.com/udemy-news/a-message-from-gregg-coccari-ceo-of-udemy/,311,Post-IPO,2023-02-15T00:53:15.000Z,United States,
Twilio,SF Bay Area,Other,1500,0.17,2023-02-13T00:00:00.000Z,https://www.cnbc.com/2023/02/13/twilio-layoffs-1500-employees-17percent-of-workforce.html,614,Post-IPO,2023-02-13T16:24:17.000Z,United States,
Electric,New York City,Other,141,0.25,2023-02-13T00:00:00.000Z,https://www.electric.ai/blog/open-letter-feb-2023,212,Series D,2023-02-14T15:14:49.000Z,United States,
EMX Digital,New York City,Marketing,100,1,2023-02-13T00:00:00.000Z,https://www.businessinsider.com/big-village-bankruptcy-emx-digital-employees-furious-about-layoffs-severance-2023-2,,Unknown,2023-02-24T18:35:19.000Z,United States,
PetLove,"Sao Paulo,Non-U.S.",Retail,94,,2023-02-13T00:00:00.000Z,https://oglobo.globo.com/blogs/capital/post/2023/02/petlove-demite-quase-cem-funcionarios.ghtml,225,Series C,2023-02-15T21:57:42.000Z,Brazil,
iRobot,Boston,Consumer,85,0.07,2023-02-13T00:00:00.000Z,https://www.cnbc.com/2023/02/13/irobot-layoffs-7percent-of-workforce-at-roomba-maker-let-go.html,30,Acquired,2023-02-14T15:06:56.000Z,United States,
Collective Health,SF Bay Area,Healthcare,54,,2023-02-13T00:00:00.000Z,https://www.linkedin.com/feed/update/urn:li:activity:7031422708764581888/,719,Series F,2023-02-15T02:06:32.000Z,United States,
Magic Eden,SF Bay Area,Crypto,22,,2023-02-13T00:00:00.000Z,https://decrypt.co/121253/layoffs-hit-solana-nft-marketplace-magic-eden-sheds-22-employees,170,Series B,2023-02-14T15:12:47.000Z,United States,
Casavo,"Milan,Non-U.S.",Real Estate,,0.3,2023-02-13T00:00:00.000Z,https://casavo.com/blog/a-difficult-decision-to-strengthen-casavos-foundations-for-the-future/,708,Unknown,2023-02-13T17:48:59.000Z,Italy,
Foodpanda,"Singapore,Non-U.S.",Food,,,2023-02-13T00:00:00.000Z,https://www.techinasia.com/foodpanda-layoff-feb23,749,Acquired,2023-02-14T15:08:37.000Z,Singapore,
Getir,"London,Non-U.S.",Food,,,2023-02-13T00:00:00.000Z,https://sifted.eu/articles/getir-layoff-uk-staff-gorillas-merger-news/,1800,Series E,2023-02-14T00:42:47.000Z,United Kingdom,
LinkedIn,SF Bay Area,HR,,,2023-02-13T00:00:00.000Z,https://www.theinformation.com/articles/microsofts-linkedin-lays-off-staff-amid-hiring-slowdown,154,Acquired,2023-02-13T20:53:00.000Z,United States,
Moladin,"Jakarta,Non-U.S.",Transportation,360,0.11,2023-02-12T00:00:00.000Z,https://aimgroup.com/2023/02/12/used-car-marketplace-moladin-lays-off-360/,138,Series B,2023-02-13T17:52:55.000Z,Indonesia,
