Company,Location HQ,Industry,# Laid Off,%,Date,Source,$ Raised (mm),Stage,Date Added,Country,List of Employees Laid Off
Tidepool,SF Bay Area,Healthcare,18,0.4,2020-11-17T00:00:00.000Z,https://www.linkedin.com/posts/tidepoolorg_activity-6734927153630183424-s-x0/,,Unknown,2021-01-09T05:20:30.000Z,United States,
Igenous,Seattle,Data,,,2020-11-17T00:00:00.000Z,https://blocksandfiles.com/2020/11/17/igneous-layoffs/,67,Series C,2020-11-19T23:14:53.000Z,United States,
Scoop,SF Bay Area,Transportation,,,2020-11-17T00:00:00.000Z,https://layoffs.fyi/2020/12/02/scoop-conducts-second-layoff-in-2020/,95,Series C,2020-12-02T17:28:26.000Z,United States,
Worksmith,Austin,Retail,30,0.5,2020-11-09T00:00:00.000Z,https://www.bizjournals.com/austin/inno/stories/profiles/2020/11/09/pandemic-forced-worksmith-to-innovate.html,3.8,Unknown,2020-11-12T20:04:09.000Z,United States,
Rubica,Seattle,Security,,1,2020-11-05T00:00:00.000Z,https://www.geekwire.com/2020/seattle-cybersecurity-startup-rubica-shuts-running-cash/,14,Series A,2020-12-23T05:40:56.000Z,United States,
Bossa Nova,SF Bay Area,Retail,,0.5,2020-11-02T00:00:00.000Z,https://www.cnbc.com/2020/11/02/walmart-ends-contract-with-robotics-company-bossa-nova-report-says.html,101.6,Unknown,2020-11-05T22:16:21.000Z,United States,
LivePerson,New York City,Support,30,,2020-11-01T00:00:00.000Z,https://en.globes.co.il/en/article-liveperson-to-lay-off-30-in-israel-1001347824#,42,Post-IPO,2023-01-21T22:51:20.000Z,United States,
Remedy,Austin,Healthcare,82,,2020-10-29T00:00:00.000Z,https://www.bizjournals.com/austin/news/2020/10/29/health-tech-startup-remedy-lays-off-82-employees.html,12.5,Series A,2020-11-03T16:11:13.000Z,United States,
Knotel,New York City,Real Estate,20,0.08,2020-10-29T00:00:00.000Z,https://www.businessinsider.com/knotel-layoffs-job-cuts-coworking-fundraise-amol-sarva-office-demand-2020-10,560,Series C,2020-11-03T16:13:56.000Z,United States,
Cheetah,SF Bay Area,Food,,,2020-10-25T00:00:00.000Z,https://layoffs.fyi/2020/11/04/cheetah-conducts-layoff-cites-challenges-facing-the-restaurant-industry/,67,Series B,2020-11-04T17:54:10.000Z,United States,
CodeCombat,SF Bay Area,Education,8,,2020-10-23T00:00:00.000Z,https://layoffs.fyi/2020/10/23/codecombat-launches-alumni-talent-directory-following-layoff/,8,Series A,2020-10-23T16:33:07.000Z,United States,
Quibi,Los Angeles,Media,,1,2020-10-21T00:00:00.000Z,https://layoffs.fyi/2020/11/03/quibi-layoff-list-surfaces-after-company-shuts-down/,1800,Private Equity,2020-10-22T14:11:52.000Z,United States,
Zomato,"Jakarta,Non-U.S.",Food,,,2020-10-20T00:00:00.000Z,https://dailysocial.id/post/zomato-to-disband-indonesia-local-operation,914,Series J,2020-10-22T14:50:16.000Z,Indonesia,
GetYourGuide,"Berlin,Non-U.S.",Travel,90,0.17,2020-10-14T00:00:00.000Z,https://www.reuters.com/article/tech-getyourguide/german-travel-startup-getyourguide-lets-go-of-a-sixth-of-staff-idUSL8N2H544X,656,Series E,2020-10-16T19:52:35.000Z,Germany,
OLX India,"New Delhi,Non-U.S.",Marketing,250,,2020-10-10T00:00:00.000Z,https://inc42.com/buzz/olx-india-lays-off-250-employees-set-to-renew-focus-on-2-verticals/,28,Acquired,2020-10-12T17:12:32.000Z,India,
Chef,Seattle,Infrastructure,,,2020-10-08T00:00:00.000Z,https://www.geekwire.com/2020/progress-makes-layoffs-chef-220m-acquisition-says-remains-committed-roadmap/,105,Acquired,2020-10-16T19:54:28.000Z,United States,
Alto Pharmacy,SF Bay Area,Healthcare,47,0.06,2020-09-29T00:00:00.000Z,https://layoffs.fyi/2020/10/07/alto-pharmacy-lays-off-47-employees/,356,Series D,2020-10-07T19:46:03.000Z,United States,
TheWrap,Los Angeles,Media,,,2020-09-29T00:00:00.000Z,https://nypost.com/2020/09/29/ex-hollywood-reporter-billboard-exec-lynne-segall-lands-at-the-wrap/,3.5,Series B,2020-09-30T18:17:57.000Z,United States,
HumanForest,"London,Non-U.S.",Transportation,,,2020-09-25T00:00:00.000Z,https://techcrunch.com/2020/09/25/humanforest-suspends-london-e-bike-sharing-service-cuts-jobs-after-customer-accident/,1.54,Private Equity,2020-09-28T19:51:42.000Z,United Kingdom,
WeWork,"Shenzen,Non-U.S.",Real Estate,,,2020-09-23T00:00:00.000Z,https://techcrunch.com/2020/09/23/wework-sells-majority-stake-in-chinese-entity-seeks-localization/,19500,Series H,2020-09-28T19:49:44.000Z,China,
Air,New York City,Marketing,,0.16,2020-09-16T00:00:00.000Z,https://air.inc/blog/series-a,18,Series A,2020-09-21T16:32:53.000Z,United States,
NS8,Las Vegas,Data,240,0.9500000000000001,2020-09-11T00:00:00.000Z,https://twitter.com/VitalVegas/status/1304355796008853506,157.9,Series A,2020-09-11T15:08:13.000Z,United States,
Bleacher Report,"London,Non-U.S.",Media,20,,2020-09-11T00:00:00.000Z,https://awfulannouncing.com/br/more-layoffs-in-works-at-bleacher-report.html,40.5,Acquired,2020-09-12T01:52:03.000Z,United Kingdom,
HubHaus,SF Bay Area,Real Estate,,1,2020-09-11T00:00:00.000Z,https://www.theinformation.com/articles/co-living-startup-hubhaus-plans-to-shut-down,13.4,Series A,2020-09-12T01:54:26.000Z,United States,
Waze,SF Bay Area,Transportation,30,0.054000000000000006,2020-09-09T00:00:00.000Z,https://www.theverge.com/2020/9/9/21428907/waze-layoff-pandemic-google-navigation-driving,67,Acquired,2020-09-10T14:30:43.000Z,United States,
Ouster,SF Bay Area,Transportation,,0.1,2020-09-08T00:00:00.000Z,https://techcrunch.com/2020/09/08/lidar-startup-ouster-raises-42m-in-push-to-grow-sales-diversify-products/,132,Series B,2020-09-09T16:30:12.000Z,United States,
Swing Education,SF Bay Area,Education,,,2020-09-05T00:00:00.000Z,https://www.sfchronicle.com/business/article/Bay-Area-startups-connect-families-teachers-for-15544289.php,22.8,Series B,2020-09-08T17:45:42.000Z,United States,
Akerna,Denver,Logistics,,,2020-09-02T00:00:00.000Z,https://mjbizdaily.com/cannabis-tech-platform-akernas-ample-organics-acquisition-spurs-layoffs-leadership-changes/,,Post-IPO,2020-09-04T15:11:34.000Z,United States,
Awok,"Dubai,Non-U.S.",Retail,,1,2020-09-02T00:00:00.000Z,https://www.menabytes.com/awok-shuts-down/,30,Series A,2020-09-02T18:23:18.000Z,United Arab Emirates,
Big Fish Games,Seattle,Media,250,,2020-09-01T00:00:00.000Z,https://venturebeat.com/2020/09/01/big-fish-games-cuts-250-jobs-and-streamlines-mobile-game-operations/,95.2,Acquired,2020-09-02T18:43:40.000Z,United States,
GoBear,"Singapore,Non-U.S.",Finance,22,0.11,2020-09-01T00:00:00.000Z,https://layoffs.fyi/2020/09/13/gobear-launches-talent-directory-after-laying-off-22-employees/,97,Unknown,2020-09-02T17:45:46.000Z,Singapore,
MakeMyTrip,"New Delhi,Non-U.S.",Travel,350,0.1,2020-08-31T00:00:00.000Z,https://yourstory.com/2020/08/makemytrip-restructuring-layoffs-deep-kalra,548,Post-IPO,2020-09-02T17:45:18.000Z,India,
Salesforce,SF Bay Area,Sales,1000,0.018500000000000003,2020-08-26T00:00:00.000Z,https://www.bloomberg.com/news/articles/2020-08-26/salesforce-cuts-1-000-jobs-after-banner-quarter-stock-surge,65.4,Post-IPO,2020-08-26T20:28:20.000Z,United States,
kununu,Boston,Recruiting,,,2020-08-26T00:00:00.000Z,https://www.linkedin.com/posts/dan-sirk-a220902_after-4-years-at-kununu-continuously-improving-activity-6699389550428512256-X2X4/,,Acquired,2020-09-02T18:27:35.000Z,United States,
Superloop,"Brisbane,Non-U.S.",Infrastructure,30,,2020-08-24T00:00:00.000Z,https://www.arnnet.com.au/article/682373/superloop-reduces-losses-30-workers-laid-off-amid-covid-19/,36,Post-IPO,2022-06-26T23:50:08.000Z,Australia,
Spaces,Los Angeles,Media,,,2020-08-24T00:00:00.000Z,https://www.protocol.com/apple-vr-ar-spaces-acquisition,9.5,Acquired,2020-08-26T02:09:10.000Z,United States,
StreamSets,SF Bay Area,Data,,,2020-08-20T00:00:00.000Z,https://www.fastcompany.com/90540630/my-startup-made-difficult-layoffs-heres-how-i-kept-morale-up-and-our-culture-intact,76.2,Series C,2020-08-24T21:47:03.000Z,United States,
Docly,"London,Non-U.S.",Healthcare,8,0.8,2020-08-19T00:00:00.000Z,https://sifted.eu/articles/docly-slash-in-uk/,15.5,Seed,2020-08-20T17:02:35.000Z,United Kingdom,
Mapify,"Berlin,Non-U.S.",Travel,,,2020-08-19T00:00:00.000Z,https://www.linkedin.com/posts/patrickhaede_yesterday-we-communicated-the-sad-news-that-activity-6702202576349208576-3_BQ/,1.3,Seed,2020-08-25T19:29:18.000Z,Germany,
Lumina Networks,SF Bay Area,Infrastructure,,1,2020-08-18T00:00:00.000Z,https://www.luminanetworks.com/newsroom/lumina-networks-to-wind-down/,10,Series A,2020-08-20T17:09:12.000Z,United States,
DJI,"Shenzen,Non-U.S.",Consumer,,,2020-08-17T00:00:00.000Z,https://www.reuters.com/article/us-china-tech-dji-focus/chinese-dronemaker-dji-makes-sweeping-cuts-in-long-march-reforms-idUSKCN25D0HF,105,Unknown,2020-08-18T21:01:35.000Z,China,
Shopify,"Ottawa,Non-U.S.",Retail,30,,2020-08-14T00:00:00.000Z,https://betakit.com/shopify-cuts-office-staff-amid-remote-work-shift/,122.3,Post-IPO,2020-08-14T16:28:41.000Z,Canada,
InVision,New York City,Product,,,2020-08-14T00:00:00.000Z,LinkedIn,350.2,Series F,2020-08-19T15:48:39.000Z,United States,
HopSkipDrive,Los Angeles,Transportation,,,2020-08-12T00:00:00.000Z,https://dot.la/hopskipdrive-the-ridesharing-app-for-kids-announces-layoffs-2646963481.html,45,Unknown,2020-08-13T04:50:50.000Z,United States,
Mozilla,SF Bay Area,Consumer,250,0.25,2020-08-11T00:00:00.000Z,https://layoffs.fyi/2020/08/12/mozilla-lays-off-250-employees-launches-talent-directory/,2.3,Unknown,2020-08-11T15:32:55.000Z,United States,
Eatsy,"Singapore,Non-U.S.",Food,20,1,2020-08-08T00:00:00.000Z,https://www.businesstimes.com.sg/garage/food-ordering-startup-eatsy-shutters-operations-0,0.9755,Seed,2020-08-10T18:04:45.000Z,Singapore,
Glossier,New York City,Retail,150,0.38,2020-08-07T00:00:00.000Z,https://www.glossier.com/blog/retail-update-covid19,186.4,Series D,2020-08-19T17:43:26.000Z,United States,
The Appraisal Lane,"Montevideo,Non-U.S.",Transportation,,,2020-08-07T00:00:00.000Z,https://layoffs.fyi/2020/08/11/the-appraisal-lane-shuts-down-uruguay-operation-releases-talent-directory/,1.8,Seed,2020-08-11T15:38:50.000Z,Uruguay,
Thriver,"Toronto,Non-U.S.",Food,75,0.5,2020-08-06T00:00:00.000Z,https://betakit.com/platterz-raises-43-8-million-cad-series-b-rebrands-to-thriver-as-company-pivots-post-pandemic/,53,Series B,2020-08-07T17:41:29.000Z,Canada,
Vesta,Atlanta,Sales,56,,2020-08-05T00:00:00.000Z,https://www.americaninno.com/atlanta/roundups/the-atlanta-tech-layoffs-that-happened-this-summer/,20,Unknown,2020-08-06T21:47:10.000Z,United States,
Booking.com,"Amsterdam,Non-U.S.",Travel,4375,0.25,2020-07-30T00:00:00.000Z,https://skift.com/2020/08/04/booking-com-restructuring-will-pare-its-workforce-by-up-to-25-percent/,,Acquired,2020-08-04T15:02:25.000Z,Netherlands,
Buy.com / Rakuten,SF Bay Area,Retail,87,1,2020-07-30T00:00:00.000Z,https://techcrunch.com/2020/07/30/rakuten-is-shuttering-the-online-shop-formerly-known-as-buy-com/,42.4,Acquired,2020-07-31T16:36:58.000Z,United States,
tZero,New York City,Finance,,,2020-07-30T00:00:00.000Z,https://www.businesswire.com/news/home/20200729005299/en/tZERO-CEO-Saum-Noursalehi-Update-Company-Progress,472,Acquired,2020-07-30T19:25:57.000Z,United States,
Pared,SF Bay Area,Food,,,2020-07-29T00:00:00.000Z,https://layoffs.fyi/list/pared/,13,Unknown,2020-07-31T14:13:57.000Z,United States,
Procore,Los Angeles,Construction,180,0.09,2020-07-28T00:00:00.000Z,https://www.bloomberg.com/news/articles/2020-07-28/software-startup-procore-said-to-cut-180-jobs-ahead-of-ipo,649,Unknown,2020-07-28T23:43:56.000Z,United States,
Swiggy,"Bengaluru,Non-U.S.",Food,350,0.05,2020-07-27T00:00:00.000Z,https://www.livemint.com/companies/news/350-swiggy-employees-lose-their-jobs-in-round-2-of-layoffs-11595951553823.html,1600,Series I,2020-07-28T20:25:53.000Z,India,
Zeitgold,"Berlin,Non-U.S.",Finance,75,0.72,2020-07-27T00:00:00.000Z,https://layoffs.fyi/2020/08/04/bookkeeping-startup-zeitgold-lays-off-75-employees-and-pivots-to-tax-prep-software/,60.18,Series B,2020-08-03T17:27:09.000Z,Germany,
Perkbox,"London,Non-U.S.",HR,,,2020-07-27T00:00:00.000Z,https://layoffs.fyi/2020/07/27/hr-tech-startup-perkbox-launches-talent-directory-following-layoff/,29.7,Unknown,2020-07-27T15:46:23.000Z,United Kingdom,
Checkr,SF Bay Area,HR,64,0.12,2020-07-23T00:00:00.000Z,https://layoffs.fyi/2020/07/28/checkr-lays-off-64-employees/,309,Series D,2020-07-24T15:51:15.000Z,United States,
Sorabel,"Jakarta,Non-U.S.",Retail,,1,2020-07-23T00:00:00.000Z,https://e27.co/indonesian-e-commerce-platform-sorabel-to-shut-down-by-end-of-july-20200723/,27,Series B,2020-07-24T16:55:50.000Z,Indonesia,
LinkedIn,SF Bay Area,Recruiting,960,0.06,2020-07-21T00:00:00.000Z,https://layoffs.fyi/2020/08/04/linkedin-launches-official-talent-directory-after-laying-off-960-employees/,154,Acquired,2020-07-21T14:44:13.000Z,United States,
Lighter Capital,Seattle,Finance,22,0.49,2020-07-20T00:00:00.000Z,https://www.geekwire.com/2020/seattle-based-alternative-vc-firm-lighter-capital-lays-off-employees/,15,Series B,2020-07-20T15:15:06.000Z,United States,
Curefit,"Bengaluru,Non-U.S.",Fitness,120,,2020-07-17T00:00:00.000Z,https://tech.economictimes.indiatimes.com/news/internet/curefit-cuts-jobs-furloughs-600-staff-in-second-round-of-layoffs-as-business-suffers-amid-lockdown/77013891,404.6,Series D,2020-07-17T22:01:22.000Z,India,
Snaptravel,"Toronto,Non-U.S.",Travel,,,2020-07-16T00:00:00.000Z,https://www.fastcompany.com/90528345/how-this-travel-startup-became-profitable-during-the-pandemic,22.4,Series A,2020-07-17T03:14:17.000Z,Canada,
Optimizely,SF Bay Area,Marketing,60,0.15,2020-07-15T00:00:00.000Z,https://techcrunch.com/2020/07/15/benchmark-backed-optimizely-confirms-it-has-laid-off-15-percent-of-staff/,251.2,Series D,2020-07-16T15:38:45.000Z,United States,
Skyscanner,"Edinburgh,Non-U.S.",Travel,300,0.2,2020-07-14T00:00:00.000Z,https://layoffs.fyi/2020/08/12/skyscanner-launches-talent-directory-after-laying-off-300-employees/,197.2,Acquired,2020-07-14T22:41:24.000Z,United Kingdom,
Vox Media,Washington D.C.,Media,,,2020-07-14T00:00:00.000Z,https://www.cnbc.com/2020/07/14/vox-media-preparing-round-of-layoffs-due-to-coronavirus-business-impact.html,307.6,Series F,2020-07-15T03:35:52.000Z,United States,
Yelp,SF Bay Area,Consumer,63,,2020-07-13T00:00:00.000Z,https://www.cnbc.com/2020/07/13/yelp-will-bring-back-most-of-its-1100-furloughed-employees-next-month.html,56,Post-IPO,2020-07-13T21:02:49.000Z,United States,
Bizongo,"Mumbai,Non-U.S.",Logistics,140,,2020-07-10T00:00:00.000Z,https://www.startupnews.fyi/post/bizongo-lays-off-140-employees-to-cut-costs,70,Series C,2020-07-13T16:54:59.000Z,India,
Zilingo,"Singapore,Non-U.S.",Retail,100,0.12,2020-07-09T00:00:00.000Z,https://zilingotrade.com/en-th/blog/BLGCOMPANYANNOUNCEMENT,307,Series D,2020-07-09T19:25:14.000Z,Singapore,
PaySense,"Mumbai,Non-U.S.",Finance,40,,2020-07-09T00:00:00.000Z,https://tech.economictimes.indiatimes.com/news/startups/naspers-owned-payu-lays-off-staff-at-credit-lending-unit-paysense/76872229,25.6,Acquired,2020-07-10T02:00:18.000Z,India,
Funding Circle,SF Bay Area,Finance,85,,2020-07-08T00:00:00.000Z,https://www.altfi.com/article/6790_funding-circle-joins-bounce-back-loan-scheme-as-it-cuts-us-headcount-by-85,746,Post-IPO,2020-07-09T17:27:35.000Z,United States,
OnDeck,New York City,Finance,,,2020-07-08T00:00:00.000Z,https://debanked.com/2020/07/layoffs-at-ondeck/,1200,Post-IPO,2020-07-13T16:47:40.000Z,United States,
The Wing,New York City,Real Estate,56,,2020-07-01T00:00:00.000Z,https://commercialobserver.com/2020/07/the-wing-lays-off-another-56-employees/,117,Series C,2020-07-09T17:33:42.000Z,United States,
Sharethrough,SF Bay Area,Marketing,18,,2020-07-01T00:00:00.000Z,https://blog.sharethrough.com/post/adapting-to-covid-19-evolving-to-a-unified-revenue-team-at-sharethrough,38,Series D,2020-07-02T03:34:32.000Z,United States,
Kongregate,SF Bay Area,Media,12,,2020-07-01T00:00:00.000Z,https://www.forbes.com/sites/lizlanier/2020/07/01/kongregate-shift-in-focus-brings-layoffs-closes-portal-to-new-games/#148558087323,19,Series C,2020-07-03T01:22:34.000Z,United States,
Havenly,Denver,Consumer,5,,2020-07-01T00:00:00.000Z,https://businessden.com/2020/07/01/havenly-begins-to-rehire-after-pandemic-cuts-wont-reopen-retail-locations/,57.8,Series C,2020-07-02T03:38:28.000Z,United States,
G2,Chicago,Marketing,17,0.05,2020-06-30T00:00:00.000Z,https://www.americaninno.com/chicago/inno-news-chicago/layoffs-at-g2-as-the-tech-company-cuts-costs-during-covid/,100.8,Series C,2020-07-01T20:00:24.000Z,United States,
Hired,SF Bay Area,Recruiting,,,2020-06-30T00:00:00.000Z,https://www.bizjournals.com/sanfrancisco/news/2020/07/08/ppp-loan-startups-laid-off-employees-bay-area-sf.html,132,Series D,2020-07-09T17:31:52.000Z,United States,
Katerra,SF Bay Area,Construction,400,0.07,2020-06-29T00:00:00.000Z,https://www.theinformation.com/articles/softbank-backed-katerra-lays-off-more-than-400-employees,1300,Series E,2020-06-30T15:49:37.000Z,United States,
Bounce,"Bengaluru,Non-U.S.",Transportation,130,0.22,2020-06-29T00:00:00.000Z,https://inc42.com/buzz/bounce-lays-off-130-employees-as-covid-19-impact-hits-mobility-startup/,214.2,Series D,2020-06-30T15:56:18.000Z,India,
Argo AI,"Munich,Non-U.S.",Transportation,100,,2020-06-29T00:00:00.000Z,https://www.theinformation.com/briefings/58401b,3600,Unknown,2020-06-29T18:01:38.000Z,Germany,
Bossa Nova,SF Bay Area,Retail,61,,2020-06-29T00:00:00.000Z,https://www.post-gazette.com/business/tech-news/2020/06/29/Bossa-Nova-Robotics-autonomous-robots-layoffs-furloughs-terminations/stories/202006290098,101.6,Unknown,2020-06-30T15:44:23.000Z,United States,
New Relic,Portland,Infrastructure,20,,2020-06-29T00:00:00.000Z,https://www.bizjournals.com/portland/news/2020/06/29/layoffs-at-new-relic-as-company-combines-2-enginee.html,214.5,Post-IPO,2020-06-30T16:00:12.000Z,United States,
Engine eCommerce,Fayetteville,Retail,,1,2020-06-28T00:00:00.000Z,https://talkbusiness.net/2020/06/after-raising-millions-fayetteville-startup-headed-by-john-james-goes-dark/,4,Unknown,2020-07-09T17:36:00.000Z,United States,
Byton,SF Bay Area,Transportation,,,2020-06-27T00:00:00.000Z,https://www.chinatechnews.com/2020/06/27/26636-byton-us-office-to-cut-staff-by-end-of-june,1200,Series C,2020-06-29T17:54:35.000Z,United States,
Sprinklr,New York City,Support,,,2020-06-25T00:00:00.000Z,https://layoffs.fyi/2020/06/26/official-sprinklr-layoff-list-surfaces/,228,Series F,2020-06-26T02:42:33.000Z,United States,
GoDaddy,Austin,Marketing,451,0.06,2020-06-24T00:00:00.000Z,https://domainnamewire.com/2020/06/24/godaddy-plans-layoffs-and-is-closing-austin-offices/,,Post-IPO,2020-06-25T05:21:17.000Z,United States,
Sonos,New York City,Consumer,174,0.12,2020-06-24T00:00:00.000Z,https://www.cnbc.com/2020/06/24/sonos-says-its-cutting-12percent-of-global-employees-because-of-covid-19.html,455.2,Post-IPO,2020-06-25T04:51:19.000Z,United States,
OYO,Dallas,Travel,,,2020-06-24T00:00:00.000Z,https://skift.com/2020/06/25/oyo-will-lay-off-most-of-its-furloughed-u-s-employees/,3200,Series F,2020-07-09T17:29:07.000Z,United States,
Gojek,"Jakarta,Non-U.S.",Transportation,430,0.09,2020-06-23T00:00:00.000Z,https://layoffs.fyi/2020/08/06/gojek-creates-talent-directory-following-430-person-layoff/,4800,Series F,2020-06-23T22:28:36.000Z,Indonesia,
ScaleFactor,Austin,Finance,90,0.9,2020-06-23T00:00:00.000Z,https://www.forbes.com/sites/davidjeans/2020/06/23/scalefactor-fintech-startup-shuts-down-bessemer-coatue-canaan/#2bef45cf4901,103,Series C,2020-06-23T23:45:23.000Z,United States,
Dark,SF Bay Area,Product,6,1,2020-06-23T00:00:00.000Z,https://layoffs.fyi/2020/06/29/programming-service-dark-releases-layoff-list/,3,Seed,2020-06-29T14:46:47.000Z,United States,
Intuit,SF Bay Area,Finance,715,0.07,2020-06-22T00:00:00.000Z,https://intuitblog.com/news-social/a-message-from-intuit-ceo-sasan-goodarzi-to-intuit-employees/,18,Post-IPO,2020-06-22T22:14:03.000Z,United States,
WeWork,"London,Non-U.S.",Real Estate,200,,2020-06-19T00:00:00.000Z,https://www.wired.co.uk/article/wework-redundancies-uk-restructure,19500,Series H,2020-06-27T18:14:22.000Z,United Kingdom,
Atlas Obscura,New York City,Media,15,,2020-06-18T00:00:00.000Z,https://www.poynter.org/?locally=atlas-obscura-laid-off-15-including-five-in-editorial-the-company-confirmed-to-poynter,32,Series B,2020-06-23T20:46:51.000Z,United States,
Navi,"Bengaluru,Non-U.S.",Finance,40,0.25,2020-06-17T00:00:00.000Z,https://inc42.com/buzz/sachin-bansals-navi-general-insurance-lays-off-40-employees/,582,Private Equity,2020-06-20T22:24:58.000Z,India,
PaisaBazaar,"Gurugram,Non-U.S.",Finance,1500,0.5,2020-06-16T00:00:00.000Z,https://thetechportal.com/2020/06/16/policybazaar-paisabazaar-lay-offs/,496,Series G,2020-06-16T23:16:58.000Z,India,
Grab,"Singapore,Non-U.S.",Transportation,360,0.05,2020-06-16T00:00:00.000Z,https://layoffs.fyi/2020/06/24/official-grab-layoff-list-released-following-360-person-layoff/,9900,Series I,2020-06-16T13:43:48.000Z,Singapore,
Splunk,SF Bay Area,Data,70,0.01,2020-06-16T00:00:00.000Z,https://www.bloomberg.com/news/articles/2020-06-17/splunk-joins-tech-s-belt-tightening-with-plan-to-shed-staff,40,Post-IPO,2020-06-18T22:48:46.000Z,United States,
Redox,Madison,Healthcare,44,0.25,2020-06-16T00:00:00.000Z,https://theredoxpodcast.podbean.com/e/22-layoffs/,50,Series C,2020-06-23T13:59:23.000Z,United States,
Conga,Denver,Data,,0.11,2020-06-15T00:00:00.000Z,https://layoffs.fyi/2020/06/23/conga-lays-off-11-following-merger-with-apptus/,117,Acquired,2020-06-23T15:02:23.000Z,United States,
Stockwell AI,SF Bay Area,Retail,,1,2020-06-15T00:00:00.000Z,https://layoffs.fyi/2020/06/18/stockwell-ai-is-shutting-down-on-july-1/,10,Series B,2020-06-16T03:47:17.000Z,United States,
Uber,"Amsterdam,Non-U.S.",Transportation,225,0.25,2020-06-12T00:00:00.000Z,https://www.dutchnews.nl/news/2020/06/uber-cuts-amsterdam-workforce-by-15-some-200-jobs-to-go/,24700,Post-IPO,2020-06-27T18:25:05.000Z,Netherlands,
SynapseFI,SF Bay Area,Finance,63,0.48,2020-06-12T00:00:00.000Z,https://www.forbes.com/sites/jeffkauflin/2020/06/15/fintech-startup-synapse-lays-off-nearly-50-of-full-time-staff/#6a6f57b0300e,50,Series B,2020-06-13T03:44:18.000Z,United States,
ScaleFocus,"Sofia,Non-U.S.",Infrastructure,120,0.1,2020-06-11T00:00:00.000Z,https://seenews.com/news/bulgarias-scalefocus-lays-off-10-of-workforce-report-702279,,Unknown,2020-06-11T23:23:49.000Z,Bulgaria,
Branch,New York City,Retail,3,0.27,2020-06-11T00:00:00.000Z,https://techcrunch.com/2020/06/11/covid-19-nearly-killed-this-office-furniture-startup-turning-to-home-offices-may-save-it/,2,Seed,2020-06-11T23:18:07.000Z,United States,
Her Campus Media,Boston,Media,10,0.18,2020-06-10T00:00:00.000Z,https://www.weny.com/story/42228087/college-life-will-never-be-the-same-this-media-company-is-documenting-the-change,,Unknown,2020-06-10T23:13:19.000Z,United States,
Integrate.ai,"Toronto,Non-U.S.",Support,26,,2020-06-09T00:00:00.000Z,https://integrate.ai/blog/integrateai-restructuring-in-response-to-new-market-realities,39.6,Unknown,2020-06-30T16:09:12.000Z,Canada,
The Athletic,SF Bay Area,Media,46,0.08,2020-06-05T00:00:00.000Z,https://www.axios.com/the-athletic-layoffs-pay-cuts-fa15a80d-47b7-46a5-a08f-3e7eba558f30.html,139,Series D,2020-06-05T21:06:51.000Z,United States,
Ethos Life,SF Bay Area,Finance,18,0.14,2020-06-05T00:00:00.000Z,https://coverager.com/layoffs-at-ethos/,106,Series C,2020-06-06T03:14:59.000Z,United States,
Lastline,SF Bay Area,Security,50,0.4,2020-06-04T00:00:00.000Z,https://techcrunch.com/2020/06/04/vmware-lastline-staff-cuts/,52,Series C,2020-06-04T22:28:19.000Z,United States,
Builder,Los Angeles,Product,39,0.14,2020-06-04T00:00:00.000Z,https://www.businessinsider.com/engineerai-builderai-layoffs-14-percent-staff-2020-6,29,Series A,2020-06-04T22:26:27.000Z,United States,
Outdoorsy,SF Bay Area,Transportation,,,2020-06-04T00:00:00.000Z,https://techcrunch.com/2020/06/04/as-americans-look-to-escape-this-peer-to-peer-rv-rental-startup-is-happy-to-accommodate-them/,75,Series C,2020-06-04T22:47:50.000Z,United States,
Monzo,"London,Non-U.S.",Finance,120,0.08,2020-06-03T00:00:00.000Z,https://layoffs.fyi/2020/07/21/monzo-launches-layoff-list-amid-multiple-rounds-of-layoffs/,324,Series F,2020-06-03T21:53:48.000Z,United Kingdom,
Kitty Hawk,SF Bay Area,Aerospace,70,,2020-06-03T00:00:00.000Z,https://techcrunch.com/2020/06/03/kitty-hawk-ends-flyer-program-shifts-focus-to-once-secret-autonomous-aircraft/,1,Unknown,2020-06-03T23:28:41.000Z,United States,
SpotHero,Chicago,Transportation,40,0.21,2020-06-03T00:00:00.000Z,https://www.americaninno.com/chicago/inno-news-chicago/spothero-cuts-40-employees-in-second-round-of-pandemic-related-layoffs/,117,Series D,2020-06-03T23:23:51.000Z,United States,
Credit Sesame,SF Bay Area,Finance,22,0.14,2020-06-03T00:00:00.000Z,https://www.businessinsider.com/credit-sesame-layoffs-credit-business-trouble-2020-6,120,Series F,2020-06-04T17:45:27.000Z,United States,
Circ,"Berlin,Non-U.S.",Transportation,100,,2020-06-02T00:00:00.000Z,https://techcrunch.com/2020/06/02/bird-shuts-down-circ-operations-in-middle-east-scraps-as-many-as-10000-scooters/,55,Acquired,2020-06-03T23:27:10.000Z,Germany,
Rivian,Detroit,Transportation,40,0.02,2020-06-02T00:00:00.000Z,https://www.theverge.com/2020/6/2/21278019/rivian-layoffs-new-chief-operating-officer-harley-davidson,3100,Private Equity,2020-06-03T13:19:55.000Z,United States,
Fundbox,SF Bay Area,Finance,14,0.15,2020-06-02T00:00:00.000Z,https://www.geektime.com/following-layoffs-management-pay-cuts-fundbox-raises-another-20-million/,453,Series C,2020-06-02T22:42:19.000Z,United States,
